ID,CLASS,TITLE,SUBJECTS
000134118001,GN 387/.A73,The archaeology of mobility : old world and new world nomadism,"Nomads
Human Beings--Migrations
Land Settlement Patterns, Prehistoric
Göçebeler
?nsan Davran???--Göçmenler
Arazi Yerle?im Örgüsü, Tarih Öncesi"
000134125001,BP 188 .U48/T37,Tasavvuf kültüründe ke?if ve kerâmet,"Religious Life--Islam
Sufism
Dini Ya?am--?slam
Sufizm (Tasavvuf)
"
000134127001,KZA 1375 .G48/L36,"Landlocked states : economic and transit problems, international law and the case of Armenia","Landlocked States--Bibliography
Economic Zones
Economic Policy
Ekonomik Bölgeler
Ekonomi Politikas?"
000134128001,CT 25/.I47,"Imperial Subjects : autobiographische Praxis in den Vielvo?lkerreichen der Romanovs, Habsburger und Osmanen im 19. und fru?hen 20. Jahrhundert","Autobiography--Social Aspects
Royal Houses
Nobility
Habsburg, House of
Romanov, House of
Turkey--History--Ottoman Empire, 1288-1918
Otobiyografi--Sosyal Yönler
Kraliyet Evleri
Soyluluk
Türkiye--Tarih--Osmanl? Devleti, 1288-1918"
000134129001,DS 134.83/.J49,Jews and Muslims in the Russian Empire and the Soviet Union,"Jews--Russia--History--Congresses
Muslims--Russia--History--Congresses
Jews--Soviet Union--History--Congresses
Muslims--Soviet Union--History--Congresses
Yahudiler--Rusya--Tarih--Kongreler
Müslümanlar--Rusya--Tarih--Kongreler
Yahudiler--Sovyetler Birli?i--Tarih--Kongreler
Müslümanlar--Sovyetler Birli?i--Tarih--Kongreler"
000134130001,DR 720 .C68/J64,Dr. John Covel voyages en Turquie 1675-1677,"Istanbul (Turkey)--Description and Travel--Early Works to 1800
?stanbul (Türkiye)--Tan?t?m ve Gezi--1800'den Önceki Çal??malar"
000134132001,QA 76.9 .V5/E87,Essential virtual san (VSAN) : administrator's guide to VMware virtual SAN,"VMware
Virtual Computer Systems
Client/Server Computing
Sanal Bilgisayar Sistemleri
?stemci/Sunucu Bilgisayar"
000134135001,PQ 7798.14 .O385/C37,Ka??t ev = La casa de papel,"Argentine Fiction--Translations into Turkish
Book Collectors--Fiction
Arjantin Roman?--Türkçe’ye Çeviriler
Kitap Koleksiyoncusu--Roman"
000134136001,BF 455 .D43/G67,Görmek ve fark etmek,"Analysis (Philosophy)
Philosophy
Psychology
Human Behavior
Thought (Philosophy)
Emotions
Analiz (Felsefe)
Felsefe
Psikoloji
?nsan Davran???
Dü?ünce (Felsefe)
Duygular"
000134141001,QA 76.7 .A65/N37,Android studio ile programlama,"Mobile Robots
Autonomous Robots
Computer Games--Programming
Mobil Robotlar
Ba??ms?z Robotlar
Bilgisayar Oyunlar?--Programlama
"
000134142001,KKX 920/.T875,Türk Ticaret Kanunu,"Commercial Law--Turkey
Ticaret Hukuku--Türkiye"
000134143001,BP 135 .I43/V37,el-Varakar = F?k?h usulü,"Jurisprudence Procedure
F?k?h Usulü"
000134145001,DR 1755 .I96/E45,Aliya ?zzetbegoviç,"Bosnia and Herzegovina--Politics and Government--1992- 
Bosna Hersek--Siyaset ve Yönetim--1992-"
000134146001,B 1848 .T8/S45,Yöntem üzerine konu?malar,"Methodology
Science--Methodology
Metodoloji
Bilim--Metodoloji"
000134147001,PE 1425 .D47/A55,Anlat?bilime giri?,"Narration (Rhetoric)
Anlat?m (Retorik)"
000134160001,KKX 810 .A313/B67,"Borçlar hukuku : genel hükümler, özel borç ili?kileri","Obligations (Law)--Turkey
Borçlar (Hukuk)--Türkiye"
000134163001,KKX 74/.P76,Prof. Dr. Hamdi Yasaman'a arma?an,"Yasaman, Hamdi, 1947-
Law--Turkey
Gift Books--Turkey
Hukuk--Türkiye
Arma?an Kitaplar--Türkiye"
000134164001,HQ 799 .T9/S26,B?rak üzülsünler : Türkiye’de büyümek,"Youth--Turkey
Turkey--Social Conditions
Education--Turkey
Families--Turkey
Gençlik--Türkiye
Türkiye--Sosyal Ko?ullar
E?itim--Türkiye
Aileler--Türkiye"
000134166001,P 96 .E25/H47219,R?zan?n imalat? : kitle medyas?n?n ekonomi politi?i = Manufacturing consent : the political economy of the mass media,"Mass Media--Political Aspects--United States
Mass Media--Economic Aspects
Mass Media and Propaganda
Mass Media--Ownership
World Politics--1975-1985
World Politics--1985-1995
Public Opinion--United States
Kitle ?leti?im--Siyasi Yönler--Birle?ik Devletler
Kitle ?leti?im--Ekonomik Yönler
Kitle ?leti?im ve Propaganda
Kitle ?leti?im--Sahiplik
Dünya Siyaseti--1975-1985
Dünya Siyaseti--1985-1995
Kamu Oyu--Birle?ik Devletler"
000134169001,JC 574/.L53,Liberalizmin kurucu babalar?,"Liberalism
Liberalizm"
000134173001,PL 248 .C36454/K36,Kan ve gül : bir kara dejavu,"Turkish Literature--Fiction
Türk Edebiyat?--Roman"
000134175001,PL 248 .T67/S26,?anl? kanl? y?llar : Osmanl?'da III. Murat ve III. Mehmet dönemi,"Turkish Literature--Fiction
Turkey--History - Ottoman Empire, 1299-1453
Turkey--History--Murad III, 1574-1595
Turkey--History--Mehmed III, 1595-1603
Türk Edeb?yat?--Roman
Türkiye--Tarih--Osmanl? ?mparatorlu?u--1299-1918
Türkiye--Tarih--III. Murad, 1574-1595
Türkiye--Tarih--III. Mehmed, 1595-1603"
000134176001,PS 3606 .O38/H47,Buraday?m = Here I am,"Dysfunctional Families--Fiction
Domestic Fiction
Disfonksiyonel Aileler--Roman
Bölgesel Roman"
000134177001,QP 376/.E24,Beyin : senin hikayen = The brain : the story of you,"Brain--Physiology
Cognitive Neuroscience
Brain
Self
Neurosciences
Beyin--Fizyoloji
Bili?sel Nörobilim
Beyin
Benlik
Nörobilim"
000134186001,PL 856 .U673/A61219,1Q84,"Man-Woman Relationships--Fiction
Japan--Fiction
Erkek-Kad?n ?li?kileri--Roman
Japonya--Roman"
000134187001,PL 856 .U673/A61219,1Q84,"Man-Woman Relationships--Fiction
Japan--Fiction
Erkek-Kad?n ?li?kileri--Roman
Japonya--Roman"
000134188001,PL 856 .U673/A61219,1Q84,"Man-Woman Relationships--Fiction
Japan--Fiction
Erkek-Kad?n ?li?kileri--Roman
Japonya--Roman"
000134189001,N 70/.E783,Görsel sanatlarda anlam ve alg?,"Fine Arts--Philosophy
Arts--Philosophy
Güzel Sanatlar--Felsefe
Sanat--Felsefe"
000134190001,PR 6045 .O72/K46,Kendine ait bir oda = A room of one’s own,"Woolf, Virginia, 1882-1941--Authorship
Literature--Women Authors--History and Criticism--Theory, etc.
Women and Literature--Great Britain
Women Authors--Economic Conditions
Women Authors--Social Conditions
Woolf, Virginia, 1882-1941--Yazarl?k
Edebiyat--Kad?n Yazarlar--Tarih ve Ele?tiri--Teori vb.
Kad?n ve Edebiyat--Büyük Britanya
Kad?n Yazarlar--Ekonomik Ko?ullar
Kad?n Yazarlar--Sosyal Ko?ullar"
000134193001,DR 603/.O656,Mehdi’nin darbesi : e?ikteki k?yamet,"Military Coups--Turkey--History--15 July 2016
Askeri Darbeler--Türkiye--Tarih--15 Temmuz 2016"
000134197001,QL 49/.K67,Ya?am ba?lar? : otizm yelpazesini d?? dünyaya açan kanallar : hayvanlar,"Animals--Psychological Aspects
Hayvanlar--Psikolojik Yönler"
000134201001,PS 3557 .I2264/N48,Neuromancer,"Computer Hackers--Fiction
Business Intelligence--Fiction
Information Superhighway--Fiction
Nervous System--Wounds and Injuries--Fiction
Conspiracies--Fiction
Japan--Fiction
Program K?r?c?lar?--Roman
?? Zekas?--Roman
Bilgi Otoban?--Roman
Sinir Sistemi--Yaralar ve Yaralanmalar--Roman
Komplolar--Roman
Japonya--Roman"
000134204001,RC 489 .M96/M3919,Psikoterapist ve mitlere yolculuk = The cry for myth,"Mythology--Therapeutic
Psychotherapy
Mitoloji--Tedavi
Psikoterapi"
000134206001,PL 248 .B37/H39,Hayat teselli olmakt?r,"Turkish Literature--Fiction
Türk Edebiyat?--Roman"
000134208001,RA 427.9/.M34,The global human right to health : dream or possibility?,"Poverty
Human Rights
Global Health
Primary Health Care
Human Rights--Health Aspects
Poor--Health and Hygiene
Fakirlik
?nsan Haklar?
Küresel Sa?l?k
Temel Sa?l?k Hizmeti
?nsan Haklar?--Sa?l?k Yönleri
Fakirlik--Sa?l?k ve Hijyen
"
000134213001,HT 384 .C465/M55,"Urban societies in East-Central Europe, 1500–1700","Urbanization--Europe, Central--History
Sociology, Urban--Europe, Central--History
Kentle?me--Avrupa, Orta--Tarih
Sosyoloji, Kentsel--Avrupa, Orta--Tarih"
000134214001,HN 380 .Z9/R3568,On extremism and democracy in Europe,"Right-Wing Extremists--Europe
Democracy--Europe
Political Culture--Europe
Sa?c? Radikaller--Avrupa
Demokrasi--Avrupa
Siyasi Kültür--Avrupa"
000134215001,HV 40.8 .E3/A853,Building a house in Heaven : pious neoliberalism and Islamic charity in Egypt,"Charities--Egypt
Islam--Economic Aspects--Egypt
Islam--Charities
Neoliberalism--Egypt
Neoliberalism--Religious Aspects--Islam
Islam--Egypt
Social Institutions--Egypt
Hay?r Kurulu?lar?--M?s?r
?slam--Ekonomik Yönler--M?s?r
?slam--Hay?r Kurulu?lar?
Neoliberalizm--M?s?r
Neoliberalizm--Dini Yönler--?slam
?slam--M?s?r
Sosyal Kurumlar--M?s?r"
000134217001,HD 82/.D3883,"Development, civil society and faith-based organizations : bridging the sacred and the secular","Economic Development--Religious Aspects
Economic Assistance
Religion and Civil Society
Religious Institutions
Developing Countries--Economic Conditions
Ekonomik Geli?im--Dini Yönler
Ekonomik Yard?m
Din ve Sivil Toplum
Dini Kurulu?lar
Geli?mekte Olan Ülkeler--Ekonomik Ko?ullar"
000134220001,BP 166.9/.H37,Longing for the lost caliphate : a transregional history,"Caliphate--History
Islam and State
Halifelik--Tarih
?slam ve Devlet"
000134222001,PN 1993.8 .G7/G366,Teaching world cinema,"Motion Pictures--Study and Teaching (Secondary)--Great  Britain
Motion Pictures--Study and Teaching (Continuing Education)--Great Britain
Sinema Filmleri--E?itim ve Ö?retim (?kinci)--Büyük Britanya
Sinema Filmleri--E?itim ve Ö?retim (Sürekli E?itim)--Büyük Britanya"
000134223001,HT 371/.C384,"Commercial networks and European cities, 1400-1800","Europe--Commerce--History--16th Century
Europe--Commerce--History--17th Century
Europe--Economic Conditions--History--16th Century
Europe--Economic Conditions--History--17th Century
Cities and Towns--Europe--History--16th Century
Cities and Towns--Europe--History--17th Century
Merchants--Social Networks--Europe--History--16th Century
Merchants--Social Networks--Europe--History--17th Century
Avrupa--Ticaret--Tarih--16. Yüzy?l
Avrupa--Ticaret--Tarih--17. Yüzy?l
Avrupa--Ekonomik Ko?ullar--Tarih--16. Yüzy?l
Avrupa--Ekonomik Ko?ullar--Tarih--17. Yüzy?l
?ehirler ve Kasabalar--Avrupa--Tarih--16. Yüzy?l
?ehirler ve Kasabalar--Avrupa--Tarih--17. Yüzy?l
Tüccarlar--Sosyal A?lar--Avrupa--Tarih--16. Yüzy?l
Tüccarlar--Sosyal A?lar--Avrupa--Tarih--17. Yüzy?l"
000134224001,JS 3000/.W46,"Who ran the cities? : city elites and urban power structures in Europe and North America, 1750-1940","Municipal Government--Europe--History
Municipal Government--North America--History
Elite (Social Sciences)--Europe--History
Elite (Social Sciences)--North America--History
Europe--Politics and Government
North America--Politics and Government
Belediye ?dari Te?kilat?--Avrupa--Tarih
Belediye ?dari Te?kilat?--Kuzey Amerika--Tarih
Elit (Sosyal Bilimler)--Avrupa--Tarih
Elit (Sosyal Bilimler)--Kuzey Amerika--Tarih
Avrupa--Siyaset ve Yönetim
Kuzey Amerika--Siyaset ve Yönetim"
000134225001,DF 531/.S65,"Strangers to themselves : the Byzantine outsider : papers from the Thirty-Second Spring Symposium of Byzantine studies, University of Sussex, Brighton, March 1998","Byzantine Empire--Civilization--Congresses
Bizans ?mparatorlu?u--Medeniyet--Kongreler"
000134227001,KKX 1270/.S89,?? hukuku : (Genel esaslar - Bireysel i? hukuku),"Labor Laws and Legislation--Turkey
?? Kanunlar? ve Mevzuat--Türkiye"
000134228001,KKX 914/.K18,6102 say?l? Türk Ticaret Kanunu ve ilgili mevzuat,"Commercial Law--Turkey
Ticaret Hukuku--Türkiye"
000134229001,HV 6626.23 .T9/T87,Türkiye’de ve dünyada kad?na ?iddet,"Abused Women--Turkey
Wife Abuse--Turkey
Family Violence--Turkey
Women--Turkey--Social Conditions
?stismar Edilmi? Kad?nlar--Türkiye
E? ?stismar?--Türkiye
Aile ?çi ?iddet--Türkiye
Kad?nlar--Türkiye--Sosyal Ko?ullar"
000134232001,DR 438.1/.E543,?mparatorluk ça??n?n Osmanl? sultanlar? : II. Selim’den Sultan ?brahim’e (1566-1648),"Bayezid II, Sultan of the Turks, 1447 or 8-1512
Selim I, Sultan of the Turks, 1470-1520
Süleyman I, Sultan of the Turks, 1494 or 5-1566
Turkey--Kings and Rulers
II. Bayezid, Türk Sultan?, 1447 veya 8-1512
I. Selim, Türk Sultan?, 1470-1520
I. Süleyman, Türk Sultan?, 1494 veya 5-1566
Türkiye--Krallar ve Hükümdarlar"
000134235001,B 748 .A562/T8,Îsâgûcî : mant??a giri?,"Athir al-Din al-Abhari, al-Mufaddal ibn Umar, d. 1265. Îsâguci--Translation into Turkish
Logic--Early Works to 1800
Islamic Philosophy--Early Works to 1800
Philosophy, Medieval
Philosophy, Medieval--Islamic Influences
Athir al-Din al-Abhari, al-Mufaddal ibn Umar, d. 1265. Îsâguci--Türkçeye Çeviriler
Mant?k--1800’den Önceki Çal??malar
?slam Felsefesi--1800’den Önceki Çal??malar
Felsefe, Orta Ça?
Felsefe, Orta Ça?--?slami Etkiler"
000134238001,QA 273/.R78519,Ba??ma y?ld?r?m dü?tü! : olas?l?klar?n ilginç dünyas? = Struck by lightning : the curious world of probabilities,"Probabilities
Random Variables
Chance
Stochastic Processes
Olas?l?klar
Rastgele De?i?kenler
?ans
Stokastik ??lemler"
000134252001,BP 50/.E56,"?slam önderleri tarihi : ?ah Veliyyullah, Dehlevi","Islamic Leaders--History
Islamic Leaders--Biography
?slam Liderleri--Tarih
?slam Liderleri--Biyografi"
000134271001,PA 6225/.E5,K?ssalar = Fabulae,"Fables, Latin--Translations into Turkish
Animals--Poetry
Masallar, Latin--Türkçeye Çeviriler
Hayvanlar--?iir"
000134273001,HM 831/.R38,"Bilgi fabrikalar?, yarat?c?l?k endüstrileri = Factories of knowledge, industries of creativity","Social Change
Universities and Colleges
Civil Disobedience
Sosyal De?i?im
Üniversiteler ve Yüksek Okullar
Pasif Direni?"
000134275001,PK 6908.6/.S38,Pirça winda,"Kurdish Literature--Story
Kürt Edebiyat?--Öykü"
000134276001,PR 6029 .O79/F37,Fa?izm kehanetleri = Prophecies of fascism,"English Literature--Essays--20th Century
?ngiliz Edebiyat?--Denemeler--20. Yüzy?l"
000134279001,PL 248 .K885/M464,Menek?eli mektup,"Turkish Literature--Short Stories
Türk Edebiyat?--K?sa Öyküler"
000134310001,KKX 164 .I88/K33,Kad? sicillerinde ?stanbul : XVI. ve XVII. yüzy?l,"Court Records--Turkey--?stanbul
Law--Turkey--Istanbul--History--Sources
Islamic Law--Turkey--Istanbul--Early Works to 1800
Istanbul (Turkey)--History--16th Century
Mahkeme Kay?tlar?--Türkiye--?stanbul
Hukuk--Türkiye--?stanbul--Tarih--Kaynaklar
?slam Hukuku--Türkiye--?stanbul--1800’den Önceki Çal??malar
?stanbul  (Türkiye)--Tarih--16. Yüzy?l"
000134368001,PS 3523 .O46/A619,Ate? yakmak = To build a fire and other stories,"American Literature--Fiction
Amerikan Edebiyat?--Roman"
000134374001,PG 3327 .T8/P74,Suç ve ceza,"Murder--Fiction
Saint Petersburg (Russia)--Fiction
Cinayet--Roman
Saint Petersburg (Rusya)--Roman"
000134376001,PE 1128/.R43,Reader at work I : reading comprehension texts and exercises for students of English as a foreign language,"English Language--Textbooks for Foreign Speakers
I?ngiliz Dili--Ders Kitaplar?, Yabanc?lar ?c?in"
000134388001,PL 248 .A53/S48,Sevi?menin güdüklü?ü ve yüceli?i,"Turkish Literature--Essays
Türk  Edebiyat?--Denemeler"
000134395001,PL 248 .M47/B57,Bir kara derin kuyu,"Short Stories, Turkish
K?sa Öyküler, Türkçe"
000134399001,PS 3537 .T3234/O2,Fareler ve insanlar = Of mice and men,"Steinbeck, John, 1902-1968
American Literature
Amerikan Edebiyat?"
000134410001,HB 501 .C73/Y43,7/24 : geç kapitalizm ve uykular?n sonu = 7/24 : late capitalism and the ends of sleep,"Art and Society
Time and Art
Capitalism--Social Aspects
Civilization, Modern--21st Century
Sanat ve Toplum
Zaman ve Sanat
Kapitalizm--Sosyal Yönler
Medeniyet, Modern--21. Yüzy?l"
000134412001,DR 603 .D38/T37,Tarihe kay?tlar : TBMM 15 Temmuz Darbe Giri?imi Ara?t?rma Komisyonuna verilen cevaplar,"Turkey--Politics and Government--21st Century
Coups d'état--Turkey
Türkiye--Siyaset ve Yönetim--21. Yüzy?l
Darbeler--Türkiye"
000134413001,BF 378 .F7/C36,Unutulacak ?eyler,"Memory
Forgetting
Learning, Psychology of
Behaviorism (Psychology)
Bellek
Unutma
Ö?renme Psikolojisi
Davran??ç?l?k (Psikoloji)"
000134417001,PS 3562 .E42/Z54,"Zihinde bir dalga : yazar, okur ve hayal gücü üzerine = The wave in the mind : talks and essays on the writer, the reader, and the imagination","Le Guin, Ursula K, 1929-
Le Guin, Ursula K, 1929---Authorship
Science Fiction--Authorship
Science Fiction--History and Criticism
Le Guin, Ursula K, 1929---Yazarl?k
Bilim Kurgu Roman--Yazarl?k
Bilim Kurgu Roman--Tarih ve Ele?tiri"
000134418001,B 828.25 .A582/K38,Kavrams?z negativite : adorno+hayat deleuze,"Negativity (Philosophy)
Negatiflik (Felsefe)"
000134419001,B 3147 .O95/S3,Schopenhauer : paradokslar üzerinde dans,"Schopenhauer, Arthur, 1788-1860
Philosophers--Germany--Biography
Filozoflar--Alman--Biyografi"
000134421001,BJ 1500 .N8/A43,Ç?plakl?klar = Nudita?,"Nudity
Aesthetics
Philosophy
Ç?plakl?k
Estetik
Felsefe"
000134488001,BL 238/.Y6,21. yüzy?lda din ve uluslararas? ili?kilerdeki dönü?üm,"Religious Fundamentalism--History--21st Century
Religion and Sociology
Dini Tutuculuk--Tarih--21. Yüzy?l
Din ve Sosyoloji"
000134495001,NA 1373 .M56/C36,Mimar Sinan,"Mimar Sinan, 1489?-1588"
000134503001,TK 7888.3/.M343,Digital design : with an introduction to the verilog HDL,"Electronic Digital Computers--Circuits
Logic Circuits
Logic Design
Digital Integrated Circuits
Elektronik Say?sal Bilgisayarlar--Devreler
Mant?ksal Devreler
Mant?ksal Tasar?m
Say?sal Entegre Devreler"
000134504001,HQ 796 .S26/A36,Adolescence,"Adolescence 
Adolescent Psychology 
Ergenlik
Ergen Psikolojisi"
000134567001,JQ 1850 .A91/W67,"A rage for order : the Middle East in Turmoil, from Tahrir Square to ISIS","Arab Spring, 2010-
Arab Countries-- Politics and Government--21st Century
ISIS (Organization)
Arap Bahar?, 2010-
Arap Ülkeleri--Siyaset Ve Yönetim--21. Yüzy?l
I??D (Örgüt)"
000134580001,HQ 1150 .E45/F53,"Fla?neuse : women walk the city in Paris, New York, Tokyo, Venice and London","Elkin, Lauren--Travel
Women Authors--Homes and Haunts
Women Artists--Homes and Haunts
City and Town Life
Elkin, Lauren--Gezileri
Kad?n Yazarlar--Evler ve Yuvalar
Kad?n Artistler--Evler ve Yuvalar
?ehir ve Kasaba Hayat?
"
000134583001,DR 427 .V81/V69,Voyage dans la Turquie d'Europe : description physique et ge?ologique de la Thrace,"Ethnology--Turkey
Etnoloji--Türkiye"
000134584001,QA 76.64 .B83/I58,An introduction to object-oriented programming,"Object-Oriented Programming (Computer Science)
Nesne Tabanl? Programlama (Bilgisayar Bilimi)"
000134585001,DR 427 .V81/V69,Voyage dans la Turquie d'Europe : description physique et ge?ologique de la Thrace,"Ethnology--Turkey
Etnoloji--Türkiye"
000134587001,HD 53 .H3765/F89,The fuzzy and the techie : why the liberal arts will rule the digital world,"Creative Ability in Business
Education, Humanistic--Social Aspects
Telecommunication--Social Aspects
Yarat?c?l?k Yetene?i, ??te
E?itim, Hümanistik--Sosyal Yönler
Telekominikasyon--Sosyal Yönler"
000134588001,HD 30.19 .M222/S46,Sensemaking : the power of the humanities in the age of the algorithm,"Social Sciences and Management
Humanities
Phenomenology
Management--Philosophy
Sosyal Bilimler ve Yönetim
Be?eri Bilimler
Fenomonoloji
Yönetim--Felsefe"
000134589001,Q 325.5 .A47/M33,Machine learning : the new AI,"Machine Learning
Artificial Intelligence
Makine Ö?renimi
Yapay Zeka"
000134593001,DS 134.84 .S34/J49,"Jewish souls, bureaucratic minds : Jewish bureaucracy and policymaking in late Imperial Russia, 1850-1917","Jews--Russia--Politics and Government--19th Century
Jews--Russia--Politics and Government--20th Century
Jews--Politics and Government
Yahudiler--Rusya--Siyaset ve Yönetim--19. Yüzy?l
Yahudiler--Rusya--Siyaset ve Yönetim--20. Yüzy?l
Yahudiler--Rusya--Siyaset ve Yönetim"
000134597001,DR 559 .Y39/P37,Partners of the empire : the crisis of the Ottoman order in the Age of Revolutions,"Political Participation--Turkey--History--18th Century
Political Participation--Turkey--History--19th Century
Political Culture--Turkey--History--18th Century
Political Culture--Turkey--History--19th Century
Turkey--Politics and Government--18th Century
Turkey--Politics and Government--19th Century
Turkey--History--Ottoman Empire, 1288-1918
Turkey--History--Selim III, 1789-1807
Siyasal Kat?l?m--Türkiye--Tarih--18. Yüzy?l
Siyasal Kat?l?m--Türkiye--Tarih--19. Yüzy?l
Siyasi Kültür--Türkiye--Tarih--18. Yüzy?l
Siyasi Kültür--Türkiye--Tarih--19. Yüzy?l
Türkiye--Siyaset ve Yönetim--18. Yüzy?l
Türkiye--Siyaset ve Yönetim--19. Yüzy?l
Türkiye--Tarih--Osmanl? ?mparatorlu?u, 1288-1918
Türkiye--Tarih--III. Selim, 1789-1807"
000134603001,H 61.8 .B43/W75,"Writing for social scientists : how to start and finish your thesis, book, or article","Social Sciences--Authorship
Sociology--Authorship
Academic Writing
Communication in the Social Sciences
Sosyal Bilimler--Yazarl?k
Sosyoloji--Yazarl?k
Akademik Yaz?
?leti?im, Sosyal Bilimlerde
"
000134605001,JA 75.7/.B89,Büyük gerileme : zaman?m?z?n ruh hali üstüne uluslararas? bir tart??ma = Die grosse regression: eine internationale debatte über die geistige situation der zeit,"Political Culture
Democracy
Siyasi Kültür
Demokrasi"
000134606001,BF 371 .S478/M46,"The memory illusion : remembering, forgetting, and the science of false memory","Memory
False Memory Syndrome
Bellek
Yalanc? Bellek Sendromu"
000134608001,ML 3916 .D48/N65,Noise uprising : the audiopolitics of a world musical revolution,"Phonograph--Social Aspects--History--20th Century
Sound Recordings--Social Aspects--History--20th Century
Popular Music--1921-1930--History and Criticism
Fonograf--Sosyal Yönler--Tarih--20. Yüzy?l
Ses Kay?tlar?--Sosyal Yönler--Tarih--20. Yüzy?l
Popüler Müzik--1921-1930--Tarih ve Ele?tiri"
000134610001,HV 6433 .I722/W66,The way of the strangers : encounters with the Islamic State,"ISIS (Organization)
Terrorists--Iraq
Terrorists--Syria
Terrorism--Religious Aspects--Islam
Terrorism--Middle East
Middle East--History--21st Century
I??D (Örgüt)
Teröristler--Irak
Teröristler--Suriye
Terörizm--Dini Yönler--?slam
Terörizm--Orta Do?u
Orta Do?u--Tarih--21. Yüzy?l

"
000134611001,ML 345 .T85/O36,Alaturka : style in Turkish music (1923-1938),"Music--Turkey--20th Century--History and Criticism
Style, Musical
Selc?uk, Mu?nir Nureddin, 1900-1981
Müzik--Türkiye--20. Yüzy?l--Tarih ve Ele?tiri
Stil, Müzikal"
000134617001,D 16.9/.M2834,Marxist historiographies : a global perspective,"Marxian Historiography
Marksist Tarihyaz?m?"
000134623001,BP 52 .A94/I34,The idea of the Muslim world : a global intellectual history,"Muslims--Public Opinion--History
Group Identity--Islamic Countries--History
Islamic Countries--Civilization
Islamic Countries--Civilization--Western Influences
Müslümanlar--Kamuoyu--Tarih
Grup Kimli?i--?slam Ülkeleri--Tarih
?slam Ülkeleri--Medeniyet
?slam Ülkeleri--Medeniyet--Bat? Etkileri"
000134624001,PL 248 .P34/O87,Öteki renkler : seçme yaz?lar ve bir hikâye,"Pamuk, Orhan, 1952-
Turkish Literature--History and Criticism
Turkey--Social Life and Customs
Türk Edebiyat?--Tarih ve Ele?tiri
Türkiye--Sosyal Ya?am ve Gelenekler
"
000134625001,PL 248 .P34/Z85,Orhan Pamuk'u anlamak,"Pamuk, Orhan, 1952--Criticism and Interpretation
Pamuk, Orhan, 1952--Ele?tiri ve Yorumlama
"
000134628001,PN 1995 .B38/S68,Sovyet alg? dünyas? üzerine denemeler 1 : Sovyet post-punk’? : Noçnoy Prospekt ve felsefi yorumu,"Motion Pictures--Philosophy
Sinema Filmlei--Felsefe"
000134629001,T 15 .C35/T37,Ta? baltadan makineye : ça?lar boyu teknoloji,"Technology--History
Science--History
Civilization--History
Teknoloji--Tarih
Bilim--Tarih
Medeniyet--Tarih"
000134632001,ML 652 .E4/P53,The piano : a history,"Piano--History
Piyano--Tarih"
000134649001,PL 248 .A84/K34,Kad?n?n ad? yok,"Turkish Literature--Fiction
Türk Edebiyat?--Roman
"
000134651001,PL 248 .A35/O46,Ölmeye yatmak,"Turkish Literature--Fiction
Türk Edebiyat?--Roman
"
000134655001,PL 248 .Y373/I53,?nce Memed,"Turkish Literature--Fiction
Türk Edebiyat?--Roman"
000134659001,PL 248 .T678/B56,Bin hüzünlü haz,"Turkish Literature--Fiction
Authors, Turkish
Türk Edebiyat?--Roman
Yazarlar, Türk"
000134663001,PL 248 .E73/A53,Ah bay?m ah!,"Short Stories, Turkish
K?sa Öyküler, Türkçe"
000134665001,PQ 2625 .A823/P619,Postac? = The postman,"Martin Du Gard, Roger, 1881-1958"
000134668001,KKX 683 .B376/E89,E?ya hukuku pratik çal??malar : tamam? çözümlü,"Real Property--Turkey
Gayrimenkul Mülkiyeti--Türkiye"
000134669001,HE 559 .I4/P67,Ports of the ancient Indian Ocean,"Shipping--Indian Ocean Region--History
Shipping--India--History
Harbors--Indian Ocean Region--History
Harbors--India--History
Denizcilik--Hint Okyanusu Bölgesi--Tarih
Denizcilik--Hindistan--Tarih
Limanlar--Hint Okyanusu Bölgesi--Tarih
Limanlar--Hindistan--Tarih"
000134671001,JC 179/.M6619,Kanunlar?n ruhu üzerine = De l'esprit des lois,"Political Science
State, The
Law--Philosophy
Jurisprudence
Siyasi Bilimler
Devlet
Hukuk--Felsefe
?çtihat"
000134673001,CB 361 .C24/C66,Contesting the Renaissance,"Renaissance
Renaissance--Historiography
Rönesans
Rönesans--Tarihyaz?m?"
000134677001,D 171 .C37/M47,"Merchant Crusaders in the Aegean, 1291-1352","Crusades--13th-15th Centuries
Aegean Sea--History
Haçl? Seferleri--13.-15. Yüzy?llar
Ege Denizi--Tarih"
000134678001,HQ 1726/.P47,"The role of women in the Altaic world : Permanent International Altaistic Conference, 44th meeting, Walberberg, 26-31 August 2001","Women--Altai Mountains--Congresses
Women in Literature--Congresses
Altaic Peoples--Congresses
Folklore--Altai Mountains
Altaic Languages--Congresses
Kad?nlar--Altay Da?lar?--Kongreler
Kad?nlar, Edebiyatta--Kongreler
Altay Halklar?--Kongreler
Folklor (Halkbilim)--Altay Da?lar?
Altay Dilleri--Kongreler"
